"max_RMSD" "min_RNA_INF" "set_size" "second_score_name" "subset_name" "subset_size" "fraction"
2 0.45 62823 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 4229 0.0673161103417538
2 0.45 62823 "GDT_C3" "4. MP without CAD-score without GDT_C3" 8402 0.133740827403976
2 0.5 62775 "RNA_INF" "1. MP and CAD-score and RNA_INF" 43007 0.685097570688969
2 0.5 62775 "RNA_INF" "2. MP and CAD-score without RNA_INF" 7153 0.11394663480685
2 0.5 62775 "RNA_INF" "3. MP and RNA_INF without CAD-score" 5504 0.0876782158502589
2 0.5 62775 "RNA_INF" "4. MP without CAD-score without RNA_INF" 7111 0.113277578653923
2 0.5 62775 "RMSD" "1. MP and CAD-score and RMSD" 45434 0.723759458383114
2 0.5 62775 "RMSD" "2. MP and CAD-score without RMSD" 4726 0.0752847471127041
2 0.5 62775 "RMSD" "3. MP and RMSD without CAD-score" 4400 0.0700915969733174
2 0.5 62775 "RMSD" "4. MP without CAD-score without RMSD" 8215 0.130864197530864
2 0.5 62775 "RNA_DI" "1. MP and CAD-score and RNA_DI" 45846 0.730322580645161
2 0.5 62775 "RNA_DI" "2. MP and CAD-score without RNA_DI" 4314 0.0687216248506571
2 0.5 62775 "RNA_DI" "3. MP and RNA_DI without CAD-score" 4564 0.0727041019514138
2 0.5 62775 "RNA_DI" "4. MP without CAD-score without RNA_DI" 8051 0.128251692552768
2 0.5 62775 "GDT_C3" "1. MP and CAD-score and GDT_C3" 44959 0.716192751891677
2 0.5 62775 "GDT_C3" "2. MP and CAD-score without GDT_C3" 5201 0.0828514536041418
2 0.5 62775 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 4213 0.0671127041019514
2 0.5 62775 "GDT_C3" "4. MP without CAD-score without GDT_C3" 8402 0.13384309040223
2 0.55 62673 "RNA_INF" "1. MP and CAD-score and RNA_INF" 42920 0.68482440604407
2 0.55 62673 "RNA_INF" "2. MP and CAD-score without RNA_INF" 7153 0.114132082395928
2 0.55 62673 "RNA_INF" "3. MP and RNA_INF without CAD-score" 5491 0.0876134858711088
2 0.55 62673 "RNA_INF" "4. MP without CAD-score without RNA_INF" 7109 0.113430025688893
2 0.55 62673 "RMSD" "1. MP and CAD-score and RMSD" 45352 0.723628994942001
2 0.55 62673 "RMSD" "2. MP and CAD-score without RMSD" 4721 0.0753274934979975
2 0.55 62673 "RMSD" "3. MP and RMSD without CAD-score" 4387 0.0699982448582324
2 0.55 62673 "RMSD" "4. MP without CAD-score without RMSD" 8213 0.131045266701769
2 0.55 62673 "RNA_DI" "1. MP and CAD-score and RNA_DI" 45759 0.730123019482074
2 0.55 62673 "RNA_DI" "2. MP and CAD-score without RNA_DI" 4314 0.0688334689579245
2 0.55 62673 "RNA_DI" "3. MP and RNA_DI without CAD-score" 4550 0.0725990458411118
2 0.55 62673 "RNA_DI" "4. MP without CAD-score without RNA_DI" 8050 0.12844446571889
2 0.55 62673 "GDT_C3" "1. MP and CAD-score and GDT_C3" 44875 0.716018062004372
2 0.55 62673 "GDT_C3" "2. MP and CAD-score without GDT_C3" 5198 0.0829384264356262
2 0.55 62673 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 4204 0.0670783271903371
2 0.55 62673 "GDT_C3" "4. MP without CAD-score without GDT_C3" 8396 0.133965184369665
2 0.6 62157 "RNA_INF" "1. MP and CAD-score and RNA_INF" 42598 0.6853290860241
2 0.6 62157 "RNA_INF" "2. MP and CAD-score without RNA_INF" 7120 0.114548642952523
2 0.6 62157 "RNA_INF" "3. MP and RNA_INF without CAD-score" 5397 0.0868285148897148
2 0.6 62157 "RNA_INF" "4. MP without CAD-score without RNA_INF" 7042 0.113293756133662
2 0.6 62157 "RMSD" "1. MP and CAD-score and RMSD" 45028 0.724423636919414
2 0.6 62157 "RMSD" "2. MP and CAD-score without RMSD" 4690 0.07545409205721
2 0.6 62157 "RMSD" "3. MP and RMSD without CAD-score" 4323 0.0695496886915392
2 0.6 62157 "RMSD" "4. MP without CAD-score without RMSD" 8116 0.130572582331837
2 0.6 62157 "RNA_DI" "1. MP and CAD-score and RNA_DI" 45432 0.730923307109416
2 0.6 62157 "RNA_DI" "2. MP and CAD-score without RNA_DI" 4286 0.0689544218672072
2 0.6 62157 "RNA_DI" "3. MP and RNA_DI without CAD-score" 4469 0.0718985794037679
2 0.6 62157 "RNA_DI" "4. MP without CAD-score without RNA_DI" 7970 0.128223691619608
2 0.6 62157 "GDT_C3" "1. MP and CAD-score and GDT_C3" 44557 0.716846051128594
2 0.6 62157 "GDT_C3" "2. MP and CAD-score without GDT_C3" 5161 0.08303167784803
2 0.6 62157 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 4132 0.0664768248145824
2 0.6 62157 "GDT_C3" "4. MP without CAD-score without GDT_C3" 8307 0.133645446208794
2 0.65 61145 "RNA_INF" "1. MP and CAD-score and RNA_INF" 41967 0.686352113827786
2 0.65 61145 "RNA_INF" "2. MP and CAD-score without RNA_INF" 6981 0.114171232316624
2 0.65 61145 "RNA_INF" "3. MP and RNA_INF without CAD-score" 5285 0.0864338866628506
2 0.65 61145 "RNA_INF" "4. MP without CAD-score without RNA_INF" 6912 0.113042767192739
2 0.65 61145 "RMSD" "1. MP and CAD-score and RMSD" 44364 0.72555401095756
2 0.65 61145 "RMSD" "2. MP and CAD-score without RMSD" 4584 0.0749693351868509
2 0.65 61145 "RMSD" "3. MP and RMSD without CAD-score" 4237 0.069294300433396
2 0.65 61145 "RMSD" "4. MP without CAD-score without RMSD" 7960 0.130182353422193
2 0.65 61145 "RNA_DI" "1. MP and CAD-score and RNA_DI" 44761 0.732046774061657
2 0.65 61145 "RNA_DI" "2. MP and CAD-score without RNA_DI" 4187 0.0684765720827541
2 0.65 61145 "RNA_DI" "3. MP and RNA_DI without CAD-score" 4365 0.0713876850110393
2 0.65 61145 "RNA_DI" "4. MP without CAD-score without RNA_DI" 7832 0.12808896884455
2 0.65 61145 "GDT_C3" "1. MP and CAD-score and GDT_C3" 43882 0.717671109657372
2 0.65 61145 "GDT_C3" "2. MP and CAD-score without GDT_C3" 5066 0.082852236487039
2 0.65 61145 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 4060 0.0663995420721236
2 0.65 61145 "GDT_C3" "4. MP without CAD-score without GDT_C3" 8137 0.133077111783466
2 0.7 58384 "RNA_INF" "1. MP and CAD-score and RNA_INF" 40203 0.688596190737188
2 0.7 58384 "RNA_INF" "2. MP and CAD-score without RNA_INF" 6697 0.114706083858591
2 0.7 58384 "RNA_INF" "3. MP and RNA_INF without CAD-score" 4936 0.0845437106056454
2 0.7 58384 "RNA_INF" "4. MP without CAD-score without RNA_INF" 6548 0.112154014798575
2 0.7 58384 "RMSD" "1. MP and CAD-score and RMSD" 42622 0.730028775006851
2 0.7 58384 "RMSD" "2. MP and CAD-score without RMSD" 4278 0.0732734995889285
2 0.7 58384 "RMSD" "3. MP and RMSD without CAD-score" 3968 0.0679638257056728
2 0.7 58384 "RMSD" "4. MP without CAD-score without RMSD" 7516 0.128733899698548
2 0.7 58384 "RNA_DI" "1. MP and CAD-score and RNA_DI" 42970 0.735989312140312
2 0.7 58384 "RNA_DI" "2. MP and CAD-score without RNA_DI" 3930 0.0673129624554673
2 0.7 58384 "RNA_DI" "3. MP and RNA_DI without CAD-score" 4071 0.0697280076733352
2 0.7 58384 "RNA_DI" "4. MP without CAD-score without RNA_DI" 7413 0.126969717730885
2 0.7 58384 "GDT_C3" "1. MP and CAD-score and GDT_C3" 42181 0.722475335708413
2 0.7 58384 "GDT_C3" "2. MP and CAD-score without GDT_C3" 4719 0.0808269388873664
2 0.7 58384 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 3816 0.0653603727048506
2 0.7 58384 "GDT_C3" "4. MP without CAD-score without GDT_C3" 7668 0.13133735269937
2 0.75 52336 "RNA_INF" "1. MP and CAD-score and RNA_INF" 36643 0.700149036991746
2 0.75 52336 "RNA_INF" "2. MP and CAD-score without RNA_INF" 5993 0.114510088657903
2 0.75 52336 "RNA_INF" "3. MP and RNA_INF without CAD-score" 4185 0.079964078263528
2 0.75 52336 "RNA_INF" "4. MP without CAD-score without RNA_INF" 5515 0.105376796086824
2 0.75 52336 "RMSD" "1. MP and CAD-score and RMSD" 38970 0.744611739529196
2 0.75 52336 "RMSD" "2. MP and CAD-score without RMSD" 3666 0.0700473861204525
2 0.75 52336 "RMSD" "3. MP and RMSD without CAD-score" 3377 0.06452537450321
2 0.75 52336 "RMSD" "4. MP without CAD-score without RMSD" 6323 0.120815499847142
2 0.75 52336 "RNA_DI" "1. MP and CAD-score and RNA_DI" 39239 0.749751605013757
2 0.75 52336 "RNA_DI" "2. MP and CAD-score without RNA_DI" 3397 0.0649075206358912
2 0.75 52336 "RNA_DI" "3. MP and RNA_DI without CAD-score" 3458 0.0660730663405686
2 0.75 52336 "RNA_DI" "4. MP without CAD-score without RNA_DI" 6242 0.119267808009783
2 0.75 52336 "GDT_C3" "1. MP and CAD-score and GDT_C3" 38504 0.735707734637725
2 0.75 52336 "GDT_C3" "2. MP and CAD-score without GDT_C3" 4132 0.078951391011923
2 0.75 52336 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 3251 0.0621178538673189
2 0.75 52336 "GDT_C3" "4. MP without CAD-score without GDT_C3" 6449 0.123223020483033
2 0.8 42060 "RNA_INF" "1. MP and CAD-score and RNA_INF" 30642 0.728530670470756
2 0.8 42060 "RNA_INF" "2. MP and CAD-score without RNA_INF" 4680 0.111269614835949
2 0.8 42060 "RNA_INF" "3. MP and RNA_INF without CAD-score" 2968 0.07056585829767
2 0.8 42060 "RNA_INF" "4. MP without CAD-score without RNA_INF" 3770 0.0896338563956253
2 0.8 42060 "RMSD" "1. MP and CAD-score and RMSD" 32642 0.776081787922016
2 0.8 42060 "RMSD" "2. MP and CAD-score without RMSD" 2680 0.0637184973846885
2 0.8 42060 "RMSD" "3. MP and RMSD without CAD-score" 2416 0.0574417498811222
2 0.8 42060 "RMSD" "4. MP without CAD-score without RMSD" 4322 0.102757964812173
2 0.8 42060 "RNA_DI" "1. MP and CAD-score and RNA_DI" 32847 0.78095577746077
2 0.8 42060 "RNA_DI" "2. MP and CAD-score without RNA_DI" 2475 0.0588445078459344
2 0.8 42060 "RNA_DI" "3. MP and RNA_DI without CAD-score" 2491 0.0592249167855445
2 0.8 42060 "RNA_DI" "4. MP without CAD-score without RNA_DI" 4247 0.100974797907751
2 0.8 42060 "GDT_C3" "1. MP and CAD-score and GDT_C3" 32209 0.765786970993818
2 0.8 42060 "GDT_C3" "2. MP and CAD-score without GDT_C3" 3113 0.0740133143128864
2 0.8 42060 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 2331 0.0554208273894436
2 0.8 42060 "GDT_C3" "4. MP without CAD-score without GDT_C3" 4407 0.104778887303852
2 0.85 29015 "RNA_INF" "1. MP and CAD-score and RNA_INF" 22411 0.772393589522661
2 0.85 29015 "RNA_INF" "2. MP and CAD-score without RNA_INF" 2888 0.0995347234189213
2 0.85 29015 "RNA_INF" "3. MP and RNA_INF without CAD-score" 1724 0.0594175426503533
2 0.85 29015 "RNA_INF" "4. MP without CAD-score without RNA_INF" 1992 0.0686541444080648
2 0.85 29015 "RMSD" "1. MP and CAD-score and RMSD" 23837 0.82154058245735
2 0.85 29015 "RMSD" "2. MP and CAD-score without RMSD" 1462 0.0503877304842323
2 0.85 29015 "RMSD" "3. MP and RMSD without CAD-score" 1324 0.0456315698776495
2 0.85 29015 "RMSD" "4. MP without CAD-score without RMSD" 2392 0.0824401171807686
2 0.85 29015 "RNA_DI" "1. MP and CAD-score and RNA_DI" 23973 0.826227813200069
2 0.85 29015 "RNA_DI" "2. MP and CAD-score without RNA_DI" 1326 0.045700499741513
2 0.85 29015 "RNA_DI" "3. MP and RNA_DI without CAD-score" 1404 0.0483887644321902
2 0.85 29015 "RNA_DI" "4. MP without CAD-score without RNA_DI" 2312 0.0796829226262278
2 0.85 29015 "GDT_C3" "1. MP and CAD-score and GDT_C3" 23581 0.812717559882819
2 0.85 29015 "GDT_C3" "2. MP and CAD-score without GDT_C3" 1718 0.0592107530587627
2 0.85 29015 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 1262 0.0434947440978804
2 0.85 29015 "GDT_C3" "4. MP without CAD-score without GDT_C3" 2454 0.0845769429605377
2 0.9 13278 "RNA_INF" "1. MP and CAD-score and RNA_INF" 11292 0.850429281518301
2 0.9 13278 "RNA_INF" "2. MP and CAD-score without RNA_INF" 984 0.0741075463172164
2 0.9 13278 "RNA_INF" "3. MP and RNA_INF without CAD-score" 572 0.0430787769242356
2 0.9 13278 "RNA_INF" "4. MP without CAD-score without RNA_INF" 430 0.032384395240247
2 0.9 13278 "RMSD" "1. MP and CAD-score and RMSD" 11783 0.887407742129839
2 0.9 13278 "RMSD" "2. MP and CAD-score without RMSD" 493 0.0371290857056786
2 0.9 13278 "RMSD" "3. MP and RMSD without CAD-score" 472 0.0355475222172014
2 0.9 13278 "RMSD" "4. MP without CAD-score without RMSD" 530 0.0399156499472812
2 0.9 13278 "RNA_DI" "1. MP and CAD-score and RNA_DI" 11841 0.891775869859919
2 0.9 13278 "RNA_DI" "2. MP and CAD-score without RNA_DI" 435 0.0327609579755987
2 0.9 13278 "RNA_DI" "3. MP and RNA_DI without CAD-score" 502 0.0378068986293116
2 0.9 13278 "RNA_DI" "4. MP without CAD-score without RNA_DI" 500 0.037656273535171
2 0.9 13278 "GDT_C3" "1. MP and CAD-score and GDT_C3" 11705 0.881533363458352
2 0.9 13278 "GDT_C3" "2. MP and CAD-score without GDT_C3" 571 0.0430034643771652
2 0.9 13278 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 438 0.0329868956168098
2 0.9 13278 "GDT_C3" "4. MP without CAD-score without GDT_C3" 564 0.0424762765476728
2.5 0.4 141408 "RNA_INF" "1. MP and CAD-score and RNA_INF" 90358 0.638987893188504
2.5 0.4 141408 "RNA_INF" "2. MP and CAD-score without RNA_INF" 15072 0.106585200271555
2.5 0.4 141408 "RNA_INF" "3. MP and RNA_INF without CAD-score" 13614 0.0962746096401901
2.5 0.4 141408 "RNA_INF" "4. MP without CAD-score without RNA_INF" 22364 0.158152296899751
2.5 0.4 141408 "RMSD" "1. MP and CAD-score and RMSD" 94133 0.665683695406201
2.5 0.4 141408 "RMSD" "2. MP and CAD-score without RMSD" 11297 0.0798893980538583
2.5 0.4 141408 "RMSD" "3. MP and RMSD without CAD-score" 11156 0.0788922833220186
2.5 0.4 141408 "RMSD" "4. MP without CAD-score without RMSD" 24822 0.175534623217923
2.5 0.4 141408 "RNA_DI" "1. MP and CAD-score and RNA_DI" 94820 0.670541977823037
2.5 0.4 141408 "RNA_DI" "2. MP and CAD-score without RNA_DI" 10610 0.0750311156370219
2.5 0.4 141408 "RNA_DI" "3. MP and RNA_DI without CAD-score" 11319 0.0800449762389681
2.5 0.4 141408 "RNA_DI" "4. MP without CAD-score without RNA_DI" 24659 0.174381930300973
2.5 0.4 141408 "GDT_C3" "1. MP and CAD-score and GDT_C3" 93379 0.660351606698348
2.5 0.4 141408 "GDT_C3" "2. MP and CAD-score without GDT_C3" 12051 0.0852214867617108
2.5 0.4 141408 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 10834 0.0766151844308667
2.5 0.4 141408 "GDT_C3" "4. MP without CAD-score without GDT_C3" 25144 0.177811722109074
2.5 0.45 140953 "RNA_INF" "1. MP and CAD-score and RNA_INF" 90106 0.639262732967727
2.5 0.45 140953 "RNA_INF" "2. MP and CAD-score without RNA_INF" 15041 0.106709328641462
2.5 0.45 140953 "RNA_INF" "3. MP and RNA_INF without CAD-score" 13529 0.0959823487261711
2.5 0.45 140953 "RNA_INF" "4. MP without CAD-score without RNA_INF" 22277 0.15804558966464
2.5 0.45 140953 "RMSD" "1. MP and CAD-score and RMSD" 93883 0.666058899065646
2.5 0.45 140953 "RMSD" "2. MP and CAD-score without RMSD" 11264 0.0799131625435429
2.5 0.45 140953 "RMSD" "3. MP and RMSD without CAD-score" 11074 0.0785651954906955
2.5 0.45 140953 "RMSD" "4. MP without CAD-score without RMSD" 24732 0.175462742900116
2.5 0.45 140953 "RNA_DI" "1. MP and CAD-score and RNA_DI" 94567 0.670911580455897
2.5 0.45 140953 "RNA_DI" "2. MP and CAD-score without RNA_DI" 10580 0.0750604811532922
2.5 0.45 140953 "RNA_DI" "3. MP and RNA_DI without CAD-score" 11234 0.0797003256404617
2.5 0.45 140953 "RNA_DI" "4. MP without CAD-score without RNA_DI" 24572 0.174327612750349
2.5 0.45 140953 "GDT_C3" "1. MP and CAD-score and GDT_C3" 93142 0.660801827559541
2.5 0.45 140953 "GDT_C3" "2. MP and CAD-score without GDT_C3" 12005 0.0851702340496478
2.5 0.45 140953 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 10771 0.0764155427695757
2.5 0.45 140953 "GDT_C3" "4. MP without CAD-score without GDT_C3" 25035 0.177612395621235
2.5 0.5 140613 "RNA_INF" "1. MP and CAD-score and RNA_INF" 90002 0.640068841430024
2.5 0.5 140613 "RNA_INF" "2. MP and CAD-score without RNA_INF" 14988 0.106590429049946
2.5 0.5 140613 "RNA_INF" "3. MP and RNA_INF without CAD-score" 13472 0.0958090645957344
2.5 0.5 140613 "RNA_INF" "4. MP without CAD-score without RNA_INF" 22151 0.157531664924296
2.5 0.5 140613 "RMSD" "1. MP and CAD-score and RMSD" 93766 0.666837347898132
2.5 0.5 140613 "RMSD" "2. MP and CAD-score without RMSD" 11224 0.0798219225818381
2.5 0.5 140613 "RMSD" "3. MP and RMSD without CAD-score" 11036 0.0784849196020283
2.5 0.5 140613 "RMSD" "4. MP without CAD-score without RMSD" 24587 0.174855809918002
2.5 0.5 140613 "RNA_DI" "1. MP and CAD-score and RNA_DI" 94465 0.671808438764552
2.5 0.5 140613 "RNA_DI" "2. MP and CAD-score without RNA_DI" 10525 0.0748508317154175
2.5 0.5 140613 "RNA_DI" "3. MP and RNA_DI without CAD-score" 11180 0.0795090069908188
2.5 0.5 140613 "RNA_DI" "4. MP without CAD-score without RNA_DI" 24443 0.173831722529211
2.5 0.5 140613 "GDT_C3" "1. MP and CAD-score and GDT_C3" 93010 0.661460889106982
2.5 0.5 140613 "GDT_C3" "2. MP and CAD-score without GDT_C3" 11980 0.0851983813729883
2.5 0.5 140613 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 10706 0.0761380526693833
2.5 0.5 140613 "GDT_C3" "4. MP without CAD-score without GDT_C3" 24917 0.177202676850647
2.5 0.55 139610 "RNA_INF" "1. MP and CAD-score and RNA_INF" 89442 0.640656113458921
2.5 0.55 139610 "RNA_INF" "2. MP and CAD-score without RNA_INF" 14913 0.106818995773942
2.5 0.55 139610 "RNA_INF" "3. MP and RNA_INF without CAD-score" 13355 0.0956593367237304
2.5 0.55 139610 "RNA_INF" "4. MP without CAD-score without RNA_INF" 21900 0.156865554043407
2.5 0.55 139610 "RMSD" "1. MP and CAD-score and RMSD" 93235 0.667824654394384
2.5 0.55 139610 "RMSD" "2. MP and CAD-score without RMSD" 11120 0.0796504548384786
2.5 0.55 139610 "RMSD" "3. MP and RMSD without CAD-score" 10926 0.0782608695652174
2.5 0.55 139610 "RMSD" "4. MP without CAD-score without RMSD" 24329 0.17426402120192
2.5 0.55 139610 "RNA_DI" "1. MP and CAD-score and RNA_DI" 93912 0.672673877229425
2.5 0.55 139610 "RNA_DI" "2. MP and CAD-score without RNA_DI" 10443 0.0748012320034381
2.5 0.55 139610 "RNA_DI" "3. MP and RNA_DI without CAD-score" 11076 0.0793352911682544
2.5 0.55 139610 "RNA_DI" "4. MP without CAD-score without RNA_DI" 24179 0.173189599598883
2.5 0.55 139610 "GDT_C3" "1. MP and CAD-score and GDT_C3" 92491 0.662495523243321
2.5 0.55 139610 "GDT_C3" "2. MP and CAD-score without GDT_C3" 11864 0.0849795859895423
2.5 0.55 139610 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 10603 0.0759472817133443
2.5 0.55 139610 "GDT_C3" "4. MP without CAD-score without GDT_C3" 24652 0.176577609053793
2.5 0.6 137163 "RNA_INF" "1. MP and CAD-score and RNA_INF" 88050 0.641936965508191
2.5 0.6 137163 "RNA_INF" "2. MP and CAD-score without RNA_INF" 14675 0.106989494251365
2.5 0.6 137163 "RNA_INF" "3. MP and RNA_INF without CAD-score" 12912 0.0941361737494806
2.5 0.6 137163 "RNA_INF" "4. MP without CAD-score without RNA_INF" 21526 0.156937366490963
2.5 0.6 137163 "RMSD" "1. MP and CAD-score and RMSD" 91855 0.669677682757012
2.5 0.6 137163 "RMSD" "2. MP and CAD-score without RMSD" 10870 0.0792487770025444
2.5 0.6 137163 "RMSD" "3. MP and RMSD without CAD-score" 10563 0.0770105640734017
2.5 0.6 137163 "RMSD" "4. MP without CAD-score without RMSD" 23875 0.174062976167042
2.5 0.6 137163 "RNA_DI" "1. MP and CAD-score and RNA_DI" 92514 0.674482185429015
2.5 0.6 137163 "RNA_DI" "2. MP and CAD-score without RNA_DI" 10211 0.074444274330541
2.5 0.6 137163 "RNA_DI" "3. MP and RNA_DI without CAD-score" 10706 0.0780531192814389
2.5 0.6 137163 "RNA_DI" "4. MP without CAD-score without RNA_DI" 23732 0.173020420959005
2.5 0.6 137163 "GDT_C3" "1. MP and CAD-score and GDT_C3" 91123 0.664340966587199
2.5 0.6 137163 "GDT_C3" "2. MP and CAD-score without GDT_C3" 11602 0.084585493172357
2.5 0.6 137163 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 10257 0.0747796417401194
2.5 0.6 137163 "GDT_C3" "4. MP without CAD-score without GDT_C3" 24181 0.176293898500324
2.5 0.65 132190 "RNA_INF" "1. MP and CAD-score and RNA_INF" 85276 0.645101747484681
2.5 0.65 132190 "RNA_INF" "2. MP and CAD-score without RNA_INF" 14097 0.106641954762085
2.5 0.65 132190 "RNA_INF" "3. MP and RNA_INF without CAD-score" 12203 0.0923140933504804
2.5 0.65 132190 "RNA_INF" "4. MP without CAD-score without RNA_INF" 20614 0.155942204402754
2.5 0.65 132190 "RMSD" "1. MP and CAD-score and RMSD" 89051 0.673659127014146
2.5 0.65 132190 "RMSD" "2. MP and CAD-score without RMSD" 10322 0.0780845752326197
2.5 0.65 132190 "RMSD" "3. MP and RMSD without CAD-score" 10066 0.0761479688327407
2.5 0.65 132190 "RMSD" "4. MP without CAD-score without RMSD" 22751 0.172108328920493
2.5 0.65 132190 "RNA_DI" "1. MP and CAD-score and RNA_DI" 89658 0.678251002345109
2.5 0.65 132190 "RNA_DI" "2. MP and CAD-score without RNA_DI" 9715 0.0734926999016567
2.5 0.65 132190 "RNA_DI" "3. MP and RNA_DI without CAD-score" 10119 0.0765489068764657
2.5 0.65 132190 "RNA_DI" "4. MP without CAD-score without RNA_DI" 22698 0.171707390876768
2.5 0.65 132190 "GDT_C3" "1. MP and CAD-score and GDT_C3" 88294 0.667932521370754
2.5 0.65 132190 "GDT_C3" "2. MP and CAD-score without GDT_C3" 11079 0.0838111808760118
2.5 0.65 132190 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 9779 0.0739768515016264
2.5 0.65 132190 "GDT_C3" "4. MP without CAD-score without GDT_C3" 23038 0.174279446251608
2.5 0.7 120380 "RNA_INF" "1. MP and CAD-score and RNA_INF" 79261 0.658423326133909
2.5 0.7 120380 "RNA_INF" "2. MP and CAD-score without RNA_INF" 12688 0.105399568034557
2.5 0.7 120380 "RNA_INF" "3. MP and RNA_INF without CAD-score" 10638 0.0883701611563383
2.5 0.7 120380 "RNA_INF" "4. MP without CAD-score without RNA_INF" 17793 0.147806944675195
2.5 0.7 120380 "RMSD" "1. MP and CAD-score and RMSD" 83040 0.689815583984051
2.5 0.7 120380 "RMSD" "2. MP and CAD-score without RMSD" 8909 0.074007310184416
2.5 0.7 120380 "RMSD" "3. MP and RMSD without CAD-score" 8729 0.0725120451902309
2.5 0.7 120380 "RMSD" "4. MP without CAD-score without RMSD" 19702 0.163665060641303
2.5 0.7 120380 "RNA_DI" "1. MP and CAD-score and RNA_DI" 83560 0.694135238411696
2.5 0.7 120380 "RNA_DI" "2. MP and CAD-score without RNA_DI" 8389 0.0696876557567702
2.5 0.7 120380 "RNA_DI" "3. MP and RNA_DI without CAD-score" 8785 0.0729772387439774
2.5 0.7 120380 "RNA_DI" "4. MP without CAD-score without RNA_DI" 19646 0.163199867087556
2.5 0.7 120380 "GDT_C3" "1. MP and CAD-score and GDT_C3" 82394 0.684449244060475
2.5 0.7 120380 "GDT_C3" "2. MP and CAD-score without GDT_C3" 9555 0.0793736501079914
2.5 0.7 120380 "GDT_C3" "3. MP and GDT_C3 without CAD-score" 8528 0.0708423326133909
2.5 0.7 120380 "GDT_C3" "4. MP without CAD-score without GDT_C3" 19903 0.165334773218143
